Employee ID,Gender,Job Level after FY20 promotions,New hire FY20?,FY20 Performance Rating,Promotion in FY21?,In base group for Promotion FY21,Target hire balance,FY20 leaver?,In base group for turnover FY20,Department @01.07.2020,Leaver FY,Job Level after FY21 promotions,Last Department in FY20,FTE group,Time type,Department & JL group PRA status,Department & JL group for PRA,Job Level group PRA status,Job Level group for PRA,Time in Job Level @01.07.2020,Job Level before FY20 promotions,Promotion in FY20?,FY19 Performance Rating,Age group,Age @01.07.2020,Nationality 1,Region group: nationality 1,Broad region group: nationality 1,Last hire date,Years since last hire,Rand,RAND,GENDER,GRADE,FUNCTION,OC_RATE,PERFORM,Y_GRADE,AGE,Y_SERVIC,Nationality,Rank 2,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,1,2,3,4,5,6,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
278.0,Male,3 - Senior Manager,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,4.0,3 - Senior Manager,N,3.0,30 to 39,39.0,Switzerland,Switzerland,Switzerland,2016-04-01,4.0,0.0653778910515311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279.0,Male,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,4.0,6 - Junior Officer,N,3.0,20 to 29,24.0,Switzerland,Switzerland,Switzerland,2016-04-01,4.0,0.3154826204486995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280.0,Male,1 - Executive,Y,,No,No,0.5,No,N,Internal Services,,1 - Executive,Internal Services,Full Time,Full Time,,,,,0.0,,N,,30 to 39,38.0,France,Europe,Europe,2020-04-01,0.0,0.3050242009348283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281.0,Male,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3.0,6 - Junior Officer,N,3.0,20 to 29,24.0,Italy,Europe,Europe,2017-04-01,3.0,0.3577824405026669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282.0,Male,2 - Director,N,2.0,No,Yes,0.5,No,Y,Internal Services,,2 - Director,Internal Services,Full Time,Full Time,Inconclusive,2 - Director & Internal Services,Uneven - Men benefit,2 - Director,3.0,2 - Director,N,3.0,40 to 49,44.0,France,Europe,Europe,2011-04-01,9.0,0.1219469756004784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283.0,Male,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,3.0,20 to 29,25.0,Switzerland,Switzerland,Switzerland,2018-04-01,2.0,0.2303720778880651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284.0,Male,6 - Junior Officer,N,3.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3.0,6 - Junior Officer,N,2.0,20 to 29,21.0,France,Europe,Europe,2017-04-01,3.0,0.7444836926741445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285.0,Male,6 - Junior Officer,N,3.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,3.0,20 to 29,22.0,Switzerland,Switzerland,Switzerland,2018-04-01,2.0,0.4323037576597962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286.0,Male,4 - Manager,N,3.0,No,Yes,0.5,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,1.0,5 - Senior Officer,Y,2.0,30 to 39,30.0,Germany,Europe,Europe,2018-04-01,2.0,0.4192416751014126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287.0,Female,6 - Junior Officer,Y,,No,No,0.5,No,N,Internal Services,,6 - Junior Officer,Internal Services,0.7,Part Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,0.0,,N,,20 to 29,22.0,France,Europe,Europe,2020-04-01,0.0,0.0472121337650428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288.0,Male,5 - Senior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3.0,5 - Senior Officer,N,2.0,20 to 29,25.0,Germany,Europe,Europe,2016-04-01,4.0,0.8548960192347596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289.0,Female,5 - Senior Officer,N,3.0,No,Yes,0.5,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3.0,5 - Senior Officer,N,2.0,30 to 39,33.0,Italy,Europe,Europe,2016-04-01,4.0,0.0889796959686307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290.0,Female,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,2.0,20 to 29,26.0,France,Europe,Europe,2018-04-01,2.0,0.7383313350978148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291.0,Female,4 - Manager,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,3.0,4 - Manager,N,3.0,30 to 39,38.0,Denmark,Europe,Europe,2014-04-01,6.0,0.9252422869051656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292.0,Male,6 - Junior Officer,N,3.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,3.0,20 to 29,22.0,France,Europe,Europe,2018-04-01,2.0,0.3840125086167961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293.0,Female,6 - Junior Officer,N,2.0,Yes,Yes,0.5,No,Y,Internal Services,,5 - Senior Officer,Internal Services,0.6,Part Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,2.0,30 to 39,33.0,France,Europe,Europe,2018-04-01,2.0,0.842246496531592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294.0,Female,4 - Manager,Y,,No,No,0.5,No,N,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,0.0,,N,,30 to 39,34.0,Switzerland,Switzerland,Switzerland,2020-04-01,0.0,0.6657552790977577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295.0,Female,5 - Senior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3.0,5 - Senior Officer,N,3.0,20 to 29,28.0,Switzerland,Switzerland,Switzerland,2012-04-01,8.0,0.9175400839822644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296.0,Male,6 - Junior Officer,N,3.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,3.0,20 to 29,25.0,Netherlands,Europe,Europe,2018-04-01,2.0,0.1551698384819159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297.0,Male,6 - Junior Officer,N,3.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,3.0,20 to 29,24.0,Switzerland,Switzerland,Switzerland,2018-04-01,2.0,0.2711571679359569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298.0,Female,3 - Senior Manager,N,4.0,No,Yes,0.5,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,2.0,3 - Senior Manager,N,3.0,40 to 49,41.0,Switzerland,Switzerland,Switzerland,2011-04-01,9.0,0.8827028747698681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299.0,Male,6 - Junior Officer,N,3.0,Yes,Yes,0.5,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3.0,6 - Junior Officer,N,2.0,20 to 29,24.0,Switzerland,Switzerland,Switzerland,2017-04-01,3.0,0.448336204207667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300.0,Male,4 - Manager,N,3.0,No,Yes,0.5,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,2.0,4 - Manager,N,3.0,30 to 39,32.0,France,Europe,Europe,2016-04-01,4.0,0.3403250261451288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301.0,Female,6 - Junior Officer,N,3.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,3.0,20 to 29,25.0,Switzerland,Switzerland,Switzerland,2018-04-01,2.0,0.751610135119252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302.0,Female,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Internal Services,,6 - Junior Officer,Internal Services,Full Time,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,3.0,20 to 29,26.0,Switzerland,Switzerland,Switzerland,2018-04-01,2.0,0.3286324963750642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303.0,Male,4 - Manager,Y,,No,No,0.5,No,N,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,0.0,,N,,30 to 39,34.0,Switzerland,Switzerland,Switzerland,2020-04-01,0.0,0.8496964605731283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304.0,Female,3 - Senior Manager,N,2.0,No,Yes,0.5,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,4.0,3 - Senior Manager,N,3.0,50 to 59,50.0,Austria,Europe,Europe,2012-04-01,8.0,0.8517596869752294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305.0,Male,6 - Junior Officer,N,2.0,Yes,Yes,0.5,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,3.0,20 to 29,28.0,Italy,Europe,Europe,2018-04-01,2.0,0.2000614707864175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306.0,Female,6 - Junior Officer,N,3.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,1.0,6 - Junior Officer,N,,20 to 29,26.0,Switzerland,Switzerland,Switzerland,2019-04-01,1.0,0.3586905440410514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307.0,Male,6 - Junior Officer,N,3.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,1.0,6 - Junior Officer,N,,20 to 29,25.0,Switzerland,Switzerland,Switzerland,2019-04-01,1.0,0.6238181607661192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308.0,Female,5 - Senior Officer,Y,,No,No,0.5,No,N,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,0.0,,N,,30 to 39,30.0,Switzerland,Switzerland,Switzerland,2020-04-01,0.0,0.9793936227226367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.0,Male,4 - Manager,N,3.0,No,No,0.5,Yes,Y,Sales & Marketing,FY20,,Sales & Marketing,Full Time,Full Time,,,,,3.0,4 - Manager,N,4.0,40 to 49,46.0,Switzerland,Switzerland,Switzerland,2013-04-01,7.0,0.3937980672636134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310.0,Female,4 - Manager,Y,,No,No,0.5,No,N,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,0.0,,N,,30 to 39,37.0,Germany,Europe,Europe,2020-04-01,0.0,0.2998607380597005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311.0,Female,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3.0,6 - Junior Officer,N,4.0,20 to 29,22.0,Italy,Europe,Europe,2017-04-01,3.0,0.4037373190580945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312.0,Female,5 - Senior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,4.0,5 - Senior Officer,N,3.0,30 to 39,34.0,Germany,Europe,Europe,2012-04-01,8.0,0.1142029449727558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313.0,Male,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,3.0,20 to 29,22.0,France,Europe,Europe,2018-04-01,2.0,0.154787637124333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314.0,Female,6 - Junior Officer,Y,,No,No,0.5,No,N,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0.0,,N,,20 to 29,24.0,France,Europe,Europe,2020-04-01,0.0,0.2174314111283092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315.0,Female,6 - Junior Officer,Y,,No,No,0.5,No,N,Operations,,6 - Junior Officer,Operations,0.7,Part Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0.0,,N,,20 to 29,26.0,Switzerland,Switzerland,Switzerland,2020-04-01,0.0,0.8581495882255818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316.0,Male,1 - Executive,N,,No,No,0.5,No,Y,Operations,,1 - Executive,Operations,Full Time,Full Time,,,,,1.0,2 - Director,Y,2.0,40 to 49,48.0,France,Europe,Europe,2013-04-01,7.0,0.5630486716243265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317.0,Female,6 - Junior Officer,N,1.0,Yes,Yes,0.5,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,5.0,6 - Junior Officer,N,3.0,20 to 29,28.0,Switzerland,Switzerland,Switzerland,2015-04-01,5.0,0.83895180074338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318.0,Female,3 - Senior Manager,Y,,No,No,0.5,No,N,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,0.0,,N,,40 to 49,43.0,Germany,Europe,Europe,2020-04-01,0.0,0.4820949322671725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319.0,Male,6 - Junior Officer,N,1.0,Yes,Yes,0.5,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,2.0,20 to 29,27.0,Germany,Europe,Europe,2018-04-01,2.0,0.3119355475985296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320.0,Female,5 - Senior Officer,Y,,No,No,0.5,No,N,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,0.0,,N,,30 to 39,31.0,Switzerland,Switzerland,Switzerland,2020-04-01,0.0,0.8723528453475929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321.0,Male,3 - Senior Manager,N,3.0,No,Yes,0.5,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,3.0,3 - Senior Manager,N,3.0,30 to 39,38.0,Switzerland,Switzerland,Switzerland,2011-04-01,9.0,0.8665806201744786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322.0,Female,3 - Senior Manager,N,3.0,No,Yes,0.5,No,Y,Internal Services,,3 - Senior Manager,Internal Services,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Internal Services,Uneven - Men benefit,3 - Senior Manager,3.0,3 - Senior Manager,N,3.0,40 to 49,43.0,Switzerland,Switzerland,Switzerland,2016-04-01,4.0,0.4112625092197299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323.0,Male,5 - Senior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3.0,5 - Senior Officer,N,,20 to 29,24.0,Switzerland,Switzerland,Switzerland,2017-04-01,3.0,0.3998690928599352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324.0,Male,3 - Senior Manager,N,2.0,Yes,Yes,0.5,No,Y,Internal Services,,2 - Director,Internal Services,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Internal Services,Uneven - Men benefit,3 - Senior Manager,1.0,4 - Manager,Y,1.0,30 to 39,35.0,Switzerland,Switzerland,Switzerland,2013-04-01,7.0,0.0159376285175041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325.0,Female,5 - Senior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,5 - Senior Officer,Operations,0.6,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,2.0,5 - Senior Officer,N,4.0,30 to 39,30.0,Switzerland,Switzerland,Switzerland,2016-04-01,4.0,0.1096363295065788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326.0,Male,2 - Director,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,2 - Director,Sales & Marketing,Full Time,Full Time,Inconclusive,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,3.0,2 - Director,N,3.0,30 to 39,37.0,France,Europe,Europe,2015-04-01,5.0,0.1544497685437651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327.0,Male,4 - Manager,N,3.0,No,Yes,0.5,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,1.0,5 - Senior Officer,Y,1.0,40 to 49,40.0,Switzerland,Switzerland,Switzerland,2014-04-01,6.0,0.0897434206939358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328.0,Female,5 - Senior Officer,N,3.0,No,Yes,0.5,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3.0,5 - Senior Officer,N,2.0,30 to 39,30.0,Germany,Europe,Europe,2014-04-01,6.0,0.2563280286607539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329.0,Female,4 - Manager,N,,No,No,0.5,Yes,Y,Sales & Marketing,FY20,,Sales & Marketing,Full Time,Full Time,,,,,2.0,4 - Manager,N,2.0,40 to 49,45.0,Italy,Europe,Europe,2013-04-01,7.0,0.9433526165104756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330.0,Female,4 - Manager,N,3.0,No,No,0.5,Yes,Y,Operations,FY20,,Operations,0.9,Part Time,,,,,3.0,4 - Manager,N,3.0,50 to 59,51.0,Switzerland,Switzerland,Switzerland,2015-04-01,5.0,0.0710294543537953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331.0,Female,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3.0,6 - Junior Officer,N,3.0,20 to 29,24.0,Switzerland,Switzerland,Switzerland,2017-04-01,3.0,0.5856430753146888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332.0,Male,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,3.0,20 to 29,21.0,Switzerland,Switzerland,Switzerland,2018-04-01,2.0,0.3213139306318916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333.0,Male,6 - Junior Officer,N,3.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1.0,6 - Junior Officer,N,,20 to 29,26.0,Switzerland,Switzerland,Switzerland,2019-04-01,1.0,0.6508523093474005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334.0,Male,6 - Junior Officer,N,3.0,No,Yes,0.5,No,Y,Internal Services,,6 - Junior Officer,Internal Services,Full Time,Full Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,4.0,16 to 19,19.0,Germany,Europe,Europe,2018-04-01,2.0,0.2255131862879537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335.0,Female,6 - Junior Officer,N,3.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3.0,6 - Junior Officer,N,2.0,20 to 29,22.0,Switzerland,Switzerland,Switzerland,2017-04-01,3.0,0.9603090180802176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336.0,Male,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3.0,6 - Junior Officer,N,3.0,20 to 29,21.0,France,Europe,Europe,2017-04-01,3.0,0.0832047397672358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337.0,Male,2 - Director,N,2.0,No,Yes,0.5,No,Y,Strategy,,2 - Director,Strategy,Full Time,Full Time,Inconclusive,2 - Director & Strategy,Uneven - Men benefit,2 - Director,4.0,2 - Director,N,,40 to 49,43.0,Switzerland,Switzerland,Switzerland,2016-04-01,4.0,0.6688509437967761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338.0,Female,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,3.0,20 to 29,26.0,France,Europe,Europe,2018-04-01,2.0,0.1446467418871353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339.0,Female,4 - Manager,N,3.0,No,Yes,0.5,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,3.0,4 - Manager,N,3.0,30 to 39,35.0,Switzerland,Switzerland,Switzerland,2016-04-01,4.0,0.357679570222927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340.0,Male,5 - Senior Officer,N,2.0,No,Yes,0.5,No,Y,Internal Services,,5 - Senior Officer,Internal Services,Full Time,Full Time,Even,5 - Senior Officer & Internal Services,Even,5 - Senior Officer,2.0,5 - Senior Officer,N,2.0,20 to 29,25.0,France,Europe,Europe,2014-04-01,6.0,0.0893200655237389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341.0,Female,6 - Junior Officer,Y,,No,No,0.5,No,N,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,0.0,,N,,20 to 29,26.0,Switzerland,Switzerland,Switzerland,2020-04-01,0.0,0.7691193966240853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342.0,Female,4 - Manager,N,3.0,No,Yes,0.5,No,Y,Finance,,4 - Manager,Finance,0.9,Part Time,Inconclusive,4 - Manager & Finance,Even,4 - Manager,3.0,4 - Manager,N,3.0,30 to 39,36.0,Switzerland,Switzerland,Switzerland,2017-04-01,3.0,0.9867361957736636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343.0,Female,1 - Executive,N,,No,No,0.5,No,Y,HR,,1 - Executive,HR,Full Time,Full Time,,,,,2.0,1 - Executive,N,2.0,40 to 49,47.0,Switzerland,Switzerland,Switzerland,2017-04-01,3.0,0.8403700738946583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344.0,Male,5 - Senior Officer,N,2.0,Yes,Yes,0.5,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,1.0,5 - Senior Officer,N,,30 to 39,35.0,Germany,Europe,Europe,2019-04-01,1.0,0.3408079579318002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
